slug,locale,missing_intent,priority
occupational-health-and-safety-specialists-and-technicians,zh-CN,what-is,high
occupational-health-and-safety-specialists-and-technicians,zh-CN,salary,low
occupational-health-and-safety-specialists-and-technicians,zh-CN,career-path,medium
occupational-health-and-safety-specialists-and-technicians,zh-CN,skills,medium
occupational-health-and-safety-specialists-and-technicians,zh-CN,AI-impact,low
occupational-health-and-safety-specialists-and-technicians,zh-CN,fit,low
occupational-health-and-safety-specialists-and-technicians,zh-CN,adjacent,low
occupational-health-and-safety-specialists-and-technicians,zh-CN,education,low
occupational-health-and-safety-specialists-and-technicians,zh-CN,certification,low
occupational-health-and-safety-specialists-and-technicians,en,what-is,high
occupational-health-and-safety-specialists-and-technicians,en,salary,low
occupational-health-and-safety-specialists-and-technicians,en,career-path,medium
occupational-health-and-safety-specialists-and-technicians,en,skills,medium
occupational-health-and-safety-specialists-and-technicians,en,AI-impact,low
occupational-health-and-safety-specialists-and-technicians,en,fit,low
occupational-health-and-safety-specialists-and-technicians,en,adjacent,low
occupational-health-and-safety-specialists-and-technicians,en,education,low
occupational-health-and-safety-specialists-and-technicians,en,certification,low
occupational-health-and-safety-technicians,zh-CN,what-is,high
occupational-health-and-safety-technicians,zh-CN,salary,low
occupational-health-and-safety-technicians,zh-CN,career-path,medium
occupational-health-and-safety-technicians,zh-CN,skills,medium
occupational-health-and-safety-technicians,zh-CN,AI-impact,low
occupational-health-and-safety-technicians,zh-CN,fit,low
occupational-health-and-safety-technicians,zh-CN,adjacent,low
occupational-health-and-safety-technicians,zh-CN,education,low
occupational-health-and-safety-technicians,zh-CN,certification,low
occupational-health-and-safety-technicians,en,what-is,high
occupational-health-and-safety-technicians,en,salary,low
occupational-health-and-safety-technicians,en,career-path,medium
occupational-health-and-safety-technicians,en,skills,medium
occupational-health-and-safety-technicians,en,AI-impact,low
occupational-health-and-safety-technicians,en,fit,low
occupational-health-and-safety-technicians,en,adjacent,low
occupational-health-and-safety-technicians,en,education,low
occupational-health-and-safety-technicians,en,certification,low
occupational-therapists,zh-CN,what-is,high
occupational-therapists,zh-CN,salary,low
occupational-therapists,zh-CN,career-path,medium
occupational-therapists,zh-CN,skills,medium
occupational-therapists,zh-CN,AI-impact,low
occupational-therapists,zh-CN,fit,low
occupational-therapists,zh-CN,adjacent,low
occupational-therapists,zh-CN,education,low
occupational-therapists,zh-CN,certification,low
occupational-therapists,en,what-is,high
occupational-therapists,en,salary,low
occupational-therapists,en,career-path,medium
occupational-therapists,en,skills,medium
occupational-therapists,en,AI-impact,low
occupational-therapists,en,fit,low
occupational-therapists,en,adjacent,low
occupational-therapists,en,education,low
occupational-therapists,en,certification,low
occupational-therapy-aides,zh-CN,what-is,high
occupational-therapy-aides,zh-CN,salary,low
occupational-therapy-aides,zh-CN,career-path,medium
occupational-therapy-aides,zh-CN,skills,medium
occupational-therapy-aides,zh-CN,AI-impact,low
occupational-therapy-aides,zh-CN,fit,low
occupational-therapy-aides,zh-CN,adjacent,low
occupational-therapy-aides,zh-CN,education,low
occupational-therapy-aides,zh-CN,certification,low
occupational-therapy-aides,en,what-is,high
occupational-therapy-aides,en,salary,low
occupational-therapy-aides,en,career-path,medium
occupational-therapy-aides,en,skills,medium
occupational-therapy-aides,en,AI-impact,low
occupational-therapy-aides,en,fit,low
occupational-therapy-aides,en,adjacent,low
occupational-therapy-aides,en,education,low
occupational-therapy-aides,en,certification,low
occupational-therapy-assistants,zh-CN,what-is,high
occupational-therapy-assistants,zh-CN,salary,low
occupational-therapy-assistants,zh-CN,career-path,medium
occupational-therapy-assistants,zh-CN,skills,medium
occupational-therapy-assistants,zh-CN,AI-impact,low
occupational-therapy-assistants,zh-CN,fit,low
occupational-therapy-assistants,zh-CN,adjacent,low
occupational-therapy-assistants,zh-CN,education,low
occupational-therapy-assistants,zh-CN,certification,low
occupational-therapy-assistants,en,what-is,high
occupational-therapy-assistants,en,salary,low
occupational-therapy-assistants,en,career-path,medium
occupational-therapy-assistants,en,skills,medium
occupational-therapy-assistants,en,AI-impact,low
occupational-therapy-assistants,en,fit,low
occupational-therapy-assistants,en,adjacent,low
occupational-therapy-assistants,en,education,low
occupational-therapy-assistants,en,certification,low
occupational-therapy-assistants-and-aides,zh-CN,what-is,high
occupational-therapy-assistants-and-aides,zh-CN,salary,low
occupational-therapy-assistants-and-aides,zh-CN,career-path,medium
occupational-therapy-assistants-and-aides,zh-CN,skills,medium
occupational-therapy-assistants-and-aides,zh-CN,AI-impact,low
occupational-therapy-assistants-and-aides,zh-CN,fit,low
occupational-therapy-assistants-and-aides,zh-CN,adjacent,low
occupational-therapy-assistants-and-aides,zh-CN,education,low
occupational-therapy-assistants-and-aides,zh-CN,certification,low
occupational-therapy-assistants-and-aides,en,what-is,high
occupational-therapy-assistants-and-aides,en,salary,low
occupational-therapy-assistants-and-aides,en,career-path,medium
occupational-therapy-assistants-and-aides,en,skills,medium
occupational-therapy-assistants-and-aides,en,AI-impact,low
occupational-therapy-assistants-and-aides,en,fit,low
occupational-therapy-assistants-and-aides,en,adjacent,low
occupational-therapy-assistants-and-aides,en,education,low
occupational-therapy-assistants-and-aides,en,certification,low
office-clerks-general,zh-CN,what-is,high
office-clerks-general,zh-CN,salary,low
office-clerks-general,zh-CN,career-path,medium
office-clerks-general,zh-CN,skills,medium
office-clerks-general,zh-CN,AI-impact,low
office-clerks-general,zh-CN,fit,low
office-clerks-general,zh-CN,adjacent,low
office-clerks-general,zh-CN,education,low
office-clerks-general,zh-CN,certification,low
office-clerks-general,en,what-is,high
office-clerks-general,en,salary,low
office-clerks-general,en,career-path,medium
office-clerks-general,en,skills,medium
office-clerks-general,en,AI-impact,low
office-clerks-general,en,fit,low
office-clerks-general,en,adjacent,low
office-clerks-general,en,education,low
office-clerks-general,en,certification,low
office-machine-operators-except-computer,zh-CN,what-is,high
office-machine-operators-except-computer,zh-CN,salary,low
office-machine-operators-except-computer,zh-CN,career-path,medium
office-machine-operators-except-computer,zh-CN,skills,medium
office-machine-operators-except-computer,zh-CN,AI-impact,low
office-machine-operators-except-computer,zh-CN,fit,low
office-machine-operators-except-computer,zh-CN,adjacent,low
office-machine-operators-except-computer,zh-CN,education,low
office-machine-operators-except-computer,zh-CN,certification,low
office-machine-operators-except-computer,en,what-is,high
office-machine-operators-except-computer,en,salary,low
office-machine-operators-except-computer,en,career-path,medium
office-machine-operators-except-computer,en,skills,medium
office-machine-operators-except-computer,en,AI-impact,low
office-machine-operators-except-computer,en,fit,low
office-machine-operators-except-computer,en,adjacent,low
office-machine-operators-except-computer,en,education,low
office-machine-operators-except-computer,en,certification,low
oil-and-gas-workers,zh-CN,what-is,high
oil-and-gas-workers,zh-CN,salary,low
oil-and-gas-workers,zh-CN,career-path,medium
oil-and-gas-workers,zh-CN,skills,medium
oil-and-gas-workers,zh-CN,AI-impact,low
oil-and-gas-workers,zh-CN,fit,low
oil-and-gas-workers,zh-CN,adjacent,low
oil-and-gas-workers,zh-CN,education,low
oil-and-gas-workers,zh-CN,certification,low
oil-and-gas-workers,en,what-is,high
oil-and-gas-workers,en,salary,low
oil-and-gas-workers,en,career-path,medium
oil-and-gas-workers,en,skills,medium
oil-and-gas-workers,en,AI-impact,low
oil-and-gas-workers,en,fit,low
oil-and-gas-workers,en,adjacent,low
oil-and-gas-workers,en,education,low
oil-and-gas-workers,en,certification,low
online-merchants,zh-CN,what-is,high
online-merchants,zh-CN,salary,low
online-merchants,zh-CN,career-path,medium
online-merchants,zh-CN,skills,medium
online-merchants,zh-CN,AI-impact,low
online-merchants,zh-CN,fit,low
online-merchants,zh-CN,adjacent,low
online-merchants,zh-CN,education,low
online-merchants,zh-CN,certification,low
online-merchants,en,what-is,high
online-merchants,en,salary,low
online-merchants,en,career-path,medium
online-merchants,en,skills,medium
online-merchants,en,AI-impact,low
online-merchants,en,fit,low
online-merchants,en,adjacent,low
online-merchants,en,education,low
online-merchants,en,certification,low
operating-engineers-and-other-construction-equipment-operators,zh-CN,what-is,high
operating-engineers-and-other-construction-equipment-operators,zh-CN,salary,low
operating-engineers-and-other-construction-equipment-operators,zh-CN,career-path,medium
operating-engineers-and-other-construction-equipment-operators,zh-CN,skills,medium
operating-engineers-and-other-construction-equipment-operators,zh-CN,AI-impact,low
operating-engineers-and-other-construction-equipment-operators,zh-CN,fit,low
operating-engineers-and-other-construction-equipment-operators,zh-CN,adjacent,low
operating-engineers-and-other-construction-equipment-operators,zh-CN,education,low
operating-engineers-and-other-construction-equipment-operators,zh-CN,certification,low
operating-engineers-and-other-construction-equipment-operators,en,what-is,high
operating-engineers-and-other-construction-equipment-operators,en,salary,low
operating-engineers-and-other-construction-equipment-operators,en,career-path,medium
operating-engineers-and-other-construction-equipment-operators,en,skills,medium
operating-engineers-and-other-construction-equipment-operators,en,AI-impact,low
operating-engineers-and-other-construction-equipment-operators,en,fit,low
operating-engineers-and-other-construction-equipment-operators,en,adjacent,low
operating-engineers-and-other-construction-equipment-operators,en,education,low
operating-engineers-and-other-construction-equipment-operators,en,certification,low
operations-research-analysts,zh-CN,what-is,high
operations-research-analysts,zh-CN,salary,low
operations-research-analysts,zh-CN,career-path,medium
operations-research-analysts,zh-CN,skills,medium
operations-research-analysts,zh-CN,AI-impact,low
operations-research-analysts,zh-CN,fit,low
operations-research-analysts,zh-CN,adjacent,low
operations-research-analysts,zh-CN,education,low
operations-research-analysts,zh-CN,certification,low
operations-research-analysts,en,what-is,high
operations-research-analysts,en,salary,low
operations-research-analysts,en,career-path,medium
operations-research-analysts,en,skills,medium
operations-research-analysts,en,AI-impact,low
operations-research-analysts,en,fit,low
operations-research-analysts,en,adjacent,low
operations-research-analysts,en,education,low
operations-research-analysts,en,certification,low
ophthalmic-laboratory-technicians,zh-CN,what-is,high
ophthalmic-laboratory-technicians,zh-CN,salary,low
ophthalmic-laboratory-technicians,zh-CN,career-path,medium
ophthalmic-laboratory-technicians,zh-CN,skills,medium
ophthalmic-laboratory-technicians,zh-CN,AI-impact,low
ophthalmic-laboratory-technicians,zh-CN,fit,low
ophthalmic-laboratory-technicians,zh-CN,adjacent,low
ophthalmic-laboratory-technicians,zh-CN,education,low
ophthalmic-laboratory-technicians,zh-CN,certification,low
ophthalmic-laboratory-technicians,en,what-is,high
ophthalmic-laboratory-technicians,en,salary,low
ophthalmic-laboratory-technicians,en,career-path,medium
ophthalmic-laboratory-technicians,en,skills,medium
ophthalmic-laboratory-technicians,en,AI-impact,low
ophthalmic-laboratory-technicians,en,fit,low
ophthalmic-laboratory-technicians,en,adjacent,low
ophthalmic-laboratory-technicians,en,education,low
ophthalmic-laboratory-technicians,en,certification,low
ophthalmic-medical-technicians,zh-CN,what-is,high
ophthalmic-medical-technicians,zh-CN,salary,low
ophthalmic-medical-technicians,zh-CN,career-path,medium
ophthalmic-medical-technicians,zh-CN,skills,medium
ophthalmic-medical-technicians,zh-CN,AI-impact,low
ophthalmic-medical-technicians,zh-CN,fit,low
ophthalmic-medical-technicians,zh-CN,adjacent,low
ophthalmic-medical-technicians,zh-CN,education,low
ophthalmic-medical-technicians,zh-CN,certification,low
ophthalmic-medical-technicians,en,what-is,high
ophthalmic-medical-technicians,en,salary,low
ophthalmic-medical-technicians,en,career-path,medium
ophthalmic-medical-technicians,en,skills,medium
ophthalmic-medical-technicians,en,AI-impact,low
ophthalmic-medical-technicians,en,fit,low
ophthalmic-medical-technicians,en,adjacent,low
ophthalmic-medical-technicians,en,education,low
ophthalmic-medical-technicians,en,certification,low
ophthalmic-medical-technologists,zh-CN,what-is,high
ophthalmic-medical-technologists,zh-CN,salary,low
ophthalmic-medical-technologists,zh-CN,career-path,medium
ophthalmic-medical-technologists,zh-CN,skills,medium
ophthalmic-medical-technologists,zh-CN,AI-impact,low
ophthalmic-medical-technologists,zh-CN,fit,low
ophthalmic-medical-technologists,zh-CN,adjacent,low
ophthalmic-medical-technologists,zh-CN,education,low
ophthalmic-medical-technologists,zh-CN,certification,low
ophthalmic-medical-technologists,en,what-is,high
ophthalmic-medical-technologists,en,salary,low
ophthalmic-medical-technologists,en,career-path,medium
ophthalmic-medical-technologists,en,skills,medium
ophthalmic-medical-technologists,en,AI-impact,low
ophthalmic-medical-technologists,en,fit,low
ophthalmic-medical-technologists,en,adjacent,low
ophthalmic-medical-technologists,en,education,low
ophthalmic-medical-technologists,en,certification,low
ophthalmologists-except-pediatric,zh-CN,what-is,high
ophthalmologists-except-pediatric,zh-CN,salary,low
ophthalmologists-except-pediatric,zh-CN,career-path,medium
ophthalmologists-except-pediatric,zh-CN,skills,medium
ophthalmologists-except-pediatric,zh-CN,AI-impact,low
ophthalmologists-except-pediatric,zh-CN,fit,low
ophthalmologists-except-pediatric,zh-CN,adjacent,low
ophthalmologists-except-pediatric,zh-CN,education,low
ophthalmologists-except-pediatric,zh-CN,certification,low
ophthalmologists-except-pediatric,en,what-is,high
ophthalmologists-except-pediatric,en,salary,low
ophthalmologists-except-pediatric,en,career-path,medium
ophthalmologists-except-pediatric,en,skills,medium
ophthalmologists-except-pediatric,en,AI-impact,low
