index,slug,english,chinese,display_zh,entity_level,reviewer_status,index_state,canonical_path,issue_level,issue_reasons,suggested_zh
"1242","cn-2-02-22-01","Occupational Engineering Technicians","海洋调查与监测工程技术人员","海洋调查与监测工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1243","cn-2-02-22-03","Occupational Engineering Technicians","海洋资源开发利用和保护工程技术人员","海洋资源开发利用和保护工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1244","cn-2-02-22-05","Occupational Engineering Technicians","海水淡化工程技术人员","海水淡化工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1245","cn-2-02-22-06","Occupational Engineering Technicians","深潜工程技术人员","深潜工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1246","cn-2-02-23-01","Occupational Engineering Technicians","纺织工程技术人员","纺织工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1247","cn-2-02-23-02","Occupational Engineering Technicians","染整工程技术人员","染整工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1248","cn-2-02-23-04","Occupational Engineering Technicians","非织造工程技术人员","非织造工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1249","cn-2-02-23-05","Occupational Engineering Technicians","服装工程技术人员","服装工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1250","cn-2-02-25-01","Occupational Engineering Technicians","气象观测工程技术人员","气象观测工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1251","cn-2-02-25-02","Occupational Engineering Technicians","天气预报工程技术人员","天气预报工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1252","cn-2-02-25-03","Occupational Engineering Technicians","气候监测预测工程技术人员","气候监测预测工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1253","cn-2-02-25-04","Occupational Engineering Technicians","气象服务工程技术人员","气象服务工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1254","cn-2-02-25-05","Occupational Engineering Technicians","人工影响天气工程技术人员","人工影响天气工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1255","cn-2-02-25-06","Occupational Engineering Technicians","防雷工程技术人员","防雷工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1256","cn-2-02-26-01","Occupational Engineering Technicians","地震监测预测工程技术人员","地震监测预测工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1257","cn-2-02-26-02","Occupational Engineering Technicians","地震应急救援工程技术人员","地震应急救援工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1258","cn-2-02-27-05","Occupational Engineering Technicians","核与辐射监测工程技术人员","核与辐射监测工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1259","cn-2-02-28-06","Occupational Engineering Technicians","防伪工程技术人员","防伪工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1260","cn-2-02-29-01","Occupational Engineering Technicians","标准化工程技术人员","标准化工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1261","cn-2-02-29-05","Occupational Engineering Technicians","可靠性工程技术人员","可靠性工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1262","cn-2-02-30-01","Occupational Engineering Technicians","工业工程技术人员","工业工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1263","cn-2-02-30-05","Occupational Engineering Technicians","再生资源工程技术人员","再生资源工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1264","cn-2-02-30-07","Occupational Engineering Technicians","监理工程技术人员","监理工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1265","cn-2-02-30-11","Occupational Engineering Technicians","供应链工程技术人员","供应链工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1266","cn-2-02-32-00","Occupational Engineering Technicians","制药工程技术人员","制药工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1267","cn-2-02-33-00","Occupational Engineering Technicians","印刷复制工程技术人员","印刷复制工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1268","cn-2-02-36-01","Occupational Engineering Technicians","制浆造纸工程技术人员","制浆造纸工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1269","cn-2-02-36-04","Occupational Engineering Technicians","日用化工工程技术人员","日用化工工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1270","cn-2-02-37-01","Occupational Engineering Technicians","土地整治与生态修复工程技术人员","土地整治与生态修复工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1271","cn-2-02-37-02","Occupational Engineering Technicians","城乡规划工程技术人员","城乡规划工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1272","cn-2-02-38-02","Occupational Engineering Technicians","物联网工程技术人员","物联网工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1273","cn-2-02-38-04","Occupational Engineering Technicians","云计算工程技术人员","云计算工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1274","cn-2-02-38-07","Occupational Engineering Technicians","虚拟现实工程技术人员","虚拟现实工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1275","cn-2-02-38-08","Occupational Engineering Technicians","区块链工程技术人员","区块链工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
